,Plant Name,Other Names,Plant Type,Plant Size,Growing Zones,Rainfall,Summer Rainfall,Sun,Moisture,Soil,Coldest Month,Hottest Month,Cold Tolerance,Humidity,Elevation,Uses,Flower Color,Ease of Care,Sightings,Image,Calscape url
322,Epilobium ciliatum,"Common Names: American Willowherb, Fringed Willowherb, Northern Willow-herb, Slender Willow-herb",Perennial herb,1.6 - 6 ft tall,,"4.1"" - 158.0""","0.14"" - 5.80""",Full Sun,"Low, Moderate - High",," 19.0"" - 56.6"""," 42.2"" - 87.2""",,"0.01"" - 38.66""","-75"" - 12554""","Bird Gardens, Hummingbird Gardens","Pink,  White,  Purple",,9848,https://inaturalist-open-data.s3.amazonaws.com/photos/1235663/small.,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Epilobium-ciliatum-(Northern-Willow-Herb)?srchcr=sc61b1963eb5910"
323,Malvella leprosa,"Common Names: Alkali Sida, Whiteweed",Perennial herb,0.33 - 1.3 ft tall,,"2.4"" - 48.5""","0.15"" - 2.58""",Full Sun,Low,," 33.0"" - 60.7"""," 63.0"" - 88.6""",,"0.70"" - 42.49""","-155"" - 6765""",Butterfly Gardens,"Yellow,  White",,1381,https://static.inaturalist.org/photos/7655097/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Malvella-leprosa-(Alkali-Mallow)?srchcr=sc61b1963eb5910"
324,Erigeron foliosus,Common Names: Hartweg's Fleabane,Perennial herb,0.7 - 3.3 ft tall,,"4.1"" - 158.4""","0.14"" - 6.12""",Part Shade,,," 24.3"" - 57.7"""," 48.9"" - 86.2""",,"0.05"" - 37.09""","-3814"" - 10562""","Groundcovers, Bee Gardens","White,  Yellow",Moderately Easy,2003,https://inaturalist-open-data.s3.amazonaws.com/photos/16760/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Erigeron-foliosus-(Leafy-Fleabane)?srchcr=sc61b1963eb5910"
325,Mentzelia micrantha,,Annual herb,0.33 - 2.6 ft tall,,"8.7"" - 76.6""","0.15"" - 1.88""","Full Sun,  Part Shade",Low,," 36.5"" - 57.2"""," 60.8"" - 80.2""",,"0.84"" - 28.18""","4"" - 7518""",Bee Gardens,Yellow,,202,https://static.inaturalist.org/photos/208967/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Mentzelia-micrantha-(San-Luis-Blazingstar)?srchcr=sc61b1963eb5910"
326,Acmispon maritimus,"Botanical Names: Lotus salsuginosusCommon Names: Coastal Bird's-foot Trefoil, Humble Trefoil, Maresfat",Annual herb,0.16 - 1.6 ft tall,,"3.1"" - 40.9""","0.14"" - 1.69""","Full Sun,  Part Shade",,," 39.9"" - 62.7"""," 62.6"" - 88.3""",,"0.64"" - 42.46""","-3814"" - 3894""",,Yellow,,665,https://static.inaturalist.org/photos/211878/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Acmispon-maritimus-(Coastal-Lotus)?srchcr=sc61b1963eb5910"
327,Lemna minor,Common Names: Common Duckweed,Perennial herb,,,"5.1"" - 63.1""","0.20"" - 2.00""",Full Sun,,," 26.1"" - 55.6"""," 55.9"" - 80.5""",,"0.38"" - 30.44""","-11"" - 7702""",Bogs and Ponds,Green,Moderately Easy,10040,https://inaturalist-open-data.s3.amazonaws.com/photos/13876/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lemna-minor-(Duckweed)?srchcr=sc61b1963eb5910"
328,Eriastrum sapphirinum,Common Names: Sapphire Eriastrum,Annual herb,0.16 - 1.3 ft tall,,"3.4"" - 41.3""","0.20"" - 3.00""",Full Sun,,," 31.6"" - 59.7"""," 57.1"" - 88.2""",,"1.04"" - 39.21""","180"" - 8704""",,Blue,,916,https://inaturalist-open-data.s3.amazonaws.com/photos/112217484/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Eriastrum-sapphirinum-(Sapphire-Woollystar)?srchcr=sc61b1963eb5910"
329,Mimulus brevipes,"Botanical Names: Diplacus brevipesCommon Names: Wide-throated Yellow Monkey-flower, Widethroat Yellow Monkeyflower",Annual herb,0.16 - 2.6 ft tall,,"7.0"" - 53.4""","0.19"" - 3.19""",Full Sun,,," 24.3"" - 56.2"""," 49.2"" - 82.9""",,"0.93"" - 34.31""","33"" - 9504""","Hummingbird Gardens, Bird Gardens, Butterfly Gardens, Bee Gardens",Yellow,Moderately Easy,1062,https://inaturalist-open-data.s3.amazonaws.com/photos/44729/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Mimulus-brevipes-(Wide-Throated-Yellow-Monkeyflower)?srchcr=sc61b1963eb5910"
330,Oenanthe sarmentosa,"Common Names: Water Parsely, Water Parsley",Perennial herb,5 ft tall,,"5.6"" - 88.1""","0.18"" - 2.95""",Full Sun,,," 33.7"" - 56.8"""," 57.5"" - 79.3""",,"0.02"" - 29.40""","-1"" - 6211""",Bogs and Ponds,"White,  Red",,2552,https://inaturalist-open-data.s3.amazonaws.com/photos/4183802/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Oenanthe-sarmentosa-(Pacific-Oenanthe)?srchcr=sc61b1963eb5910"
331,Camissoniopsis bistorta,"Botanical Names: Camissonia bistortaCommon Names: California Suncup, Southern Suncup",Annual herb,1.6 - 2.6 ft tall,,"4.3"" - 37.0""","0.15"" - 2.69""",Full Sun,,," 31.9"" - 58.7"""," 57.6"" - 86.5""",,"1.24"" - 39.26""","0"" - 8348""",,"Yellow,  Red",Moderately Easy,1624,https://static.inaturalist.org/photos/263431/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Camissoniopsis-bistorta-(California-Sun-Cup)?srchcr=sc61b1963eb5910"
332,Cryptantha muricata,Common Names: Pointed Cryptantha,Annual herb,4 - 6 in tall,,"3.9"" - 61.5""","0.14"" - 3.08""",Part Shade,,," 24.5"" - 59.6"""," 47.8"" - 87.9""",,"0.59"" - 38.77""","-3814"" - 10562""",Bee Gardens,White,,153,https://inaturalist-open-data.s3.amazonaws.com/photos/847012/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cryptantha-muricata-(Prickly-Popcorn-Flower)?srchcr=sc61b1963eb5910"
333,Parthenocissus inserta,"Botanical Names: Parthenocissus vitaceaCommon Names: False Virginia Creeper, Thicket Creeper, Woodbine","Shrub, Vine",65.6 - 98.4 ft tall,,"9.8"" - 48.3""","0.14"" - 1.26""","Full Sun,  Part Shade",,," 41.7"" - 55.0"""," 67.6"" - 79.6""",,"0.65"" - 26.57""","-9"" - 4145""",,,Moderately Easy,8184,https://inaturalist-open-data.s3.amazonaws.com/photos/44974996/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Parthenocissus-inserta-(Virginia-Creeper)?srchcr=sc61b1963eb5910"
334,Salix lasiandra var. lasiandra,"Botanical Names: Salix lucida ssp. lasiandraCommon Names: Pacific Willow, Shining Willow","Tree, Shrub",33 - 53 ft tall,,"5.1"" - 113.2""","0.16"" - 3.99""",Part Shade,,," 11.1"" - 56.5"""," 34.4"" - 82.9""",,"0.02"" - 33.83""","-7"" - 14114""","Bird Gardens, Butterfly Gardens, Bee Gardens","Cream,  Yellow,  Green",Moderately Easy,1395,https://inaturalist-open-data.s3.amazonaws.com/photos/3469320/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Salix-lasiandra-var.-lasiandra-(Yellow-Willow)?srchcr=sc61b1963eb5910"
335,Lepidium nitidum,"Common Names: Common Peppergrass, Shining Pepper-grass, Shining Pepperweed",Annual herb,1.3 ft tall,,"3.0"" - 71.7""","0.13"" - 2.96""",Full Sun,,," 26.3"" - 58.6"""," 52.7"" - 88.2""",,"0.44"" - 38.39""","-253"" - 8978""",,White,,1261,https://inaturalist-open-data.s3.amazonaws.com/photos/11686/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lepidium-nitidum-(Peppergrass)?srchcr=sc61b1963eb5910"
336,Fritillaria biflora,"Common Names: Leopard Lily, Spotted Fritillary, Spotted Missionbells",Perennial herb,6 in tall.5 ft wide,,"10.1"" - 67.1""","0.13"" - 1.36""",Full Sun,,," 38.0"" - 56.0"""," 54.4"" - 80.8""",Tolerates cold to 20° F,"0.52"" - 28.59""","3"" - 6441""",,"Black,  Brown,  Green,  Purple",,923,https://inaturalist-open-data.s3.amazonaws.com/photos/11558/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Fritillaria-biflora-(Chocolate-Lily)?srchcr=sc61b1963eb5910"
337,Horkelia cuneata,"Common Names: Wedge-leaf Horkelia, Wedge-leaved Horkelia, Wedgeleaf Horkelia",Perennial herb,0.7 - 2.3 ft tall,,"10.7"" - 58.6""","0.17"" - 2.11""",Full Sun,,," 22.6"" - 56.5"""," 45.9"" - 80.2""",,"0.41"" - 26.19""","2"" - 10260""","Groundcovers, Bee Gardens","Pink,  Red,  White",,465,https://static.inaturalist.org/photos/209362/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Horkelia-cuneata-(Wedge-Leaf-Horkelia)?srchcr=sc61b1963eb5910"
338,Cyperus erythrorhizos,"Common Names: Red-root Flat Sedge, Redroot Flatsedge, Redroot Nutgrass",Grasses,2.5 - 3.3 ft tall,,"2.5"" - 64.8""","0.14"" - 2.02""",Full Sun,,Prefers sandy or loamy soils.  Does not grow well in clay soils.," 36.5"" - 60.1"""," 65.4"" - 88.6""",,"0.41"" - 40.17""","-165"" - 5342""",,Green,,489,https://inaturalist-open-data.s3.amazonaws.com/photos/25215239/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cyperus-erythrorhizos-(Red-Rooted-Cyperus)?srchcr=sc61b1963eb5910"
339,Agrostis exarata,"Botanical Names: Agrostis exarata var. monolepisCommon Names: Pacific Bentgrass, Spike Redtop",Grasses,1 - 3.3 ft tall,,"5.0"" - 152.5""","0.15"" - 5.82""","Full Sun,  Part Shade",,"Adaptable, tolerant of sand, loam and clay"," 10.0"" - 61.0"""," 33.4"" - 88.0""",,"0.01"" - 41.78""","-3"" - 14090""",,Yellow,,100,https://inaturalist-open-data.s3.amazonaws.com/photos/19749178/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Agrostis-exarata-(Spike-Bentgrass)?srchcr=sc61b1963eb5910"
340,Keckiella ternata,"Common Names: Scarlet Beardtongue, Scarlet Keckiella",Shrub,4 - 8 ft tall,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","8.9"" - 52.4""","0.24"" - 2.84""","Full Sun,  Part Shade",,," 30.5"" - 55.4"""," 57.1"" - 81.6""",,"1.12"" - 33.06""","79"" - 8590""","Deer Resistant, Hummingbird Gardens, Bird Gardens",Red,,883,https://inaturalist-open-data.s3.amazonaws.com/photos/44794/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Keckiella-ternata-(Blue-Stemmed-Keckiella)?srchcr=sc61b1963eb5910"
341,Lasthenia coronaria,,Annual herb,1.3 ft tall,,"6.7"" - 34.0""","0.14"" - 1.60""",Full Sun,,," 39.9"" - 56.7"""," 67.0"" - 84.1""",,"1.21"" - 35.02""","0"" - 4182""",,Yellow,,129,https://inaturalist-open-data.s3.amazonaws.com/photos/651526/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lasthenia-coronaria-(Royal-Goldfields)?srchcr=sc61b1963eb5910"
342,Nasturtium officinale,"Botanical Names: Rorippa nasturtium-aquaticumCommon Names: Water Cress, Water-cress",Perennial herb,,,"4.9"" - 121.0""","0.15"" - 3.57""",Full Sun,,," 23.8"" - 58.4"""," 44.6"" - 87.1""",,"0.03"" - 37.68""","-38"" - 10600""",Bogs and Ponds,"White,  Green",,10042,https://inaturalist-open-data.s3.amazonaws.com/photos/8412562/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Nasturtium-officinale-(Watercress)?srchcr=sc61b1963eb5910"
343,Atriplex serenana,"Common Names: Bractscale, Leafscale, Stinking Orach",Annual herb,1 - 3.3 ft tall,,"2.6"" - 30.8""","0.15"" - 2.25""",Full Sun,,," 31.6"" - 61.4"""," 58.8"" - 88.8""",,"0.74"" - 42.79""","-185"" - 6472""",,Green,,27,https://inaturalist-open-data.s3.amazonaws.com/photos/18936667/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Atriplex-serenana-(Tractscale)?srchcr=sc61b1963eb5910"
344,Linanthus dianthiflorus,"Common Names: Fringedlinanthus, Ground Pink",Annual herb,1.9 - 7.9 in tall,,"2.5"" - 34.0""","0.14"" - 2.31""",Full Sun,,," 39.9"" - 61.2"""," 65.2"" - 90.0""",,"1.15"" - 47.02""","-131"" - 6109""",,"Pink,  White,  Yellow",,1085,https://static.inaturalist.org/photos/28310338/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Linanthus-dianthiflorus-(Fringed-Linanthus)?srchcr=sc61b1963eb5910"
345,Cardionema ramosissimum,"Common Names: Sand-mat, Sandmat",Perennial herb,1 ft tall,,"9.4"" - 103.6""","0.14"" - 3.35""",Full Sun,,," 39.9"" - 56.6"""," 56.9"" - 77.8""",,"0.32"" - 23.17""","-2"" - 4574""",,,,1103,https://inaturalist-open-data.s3.amazonaws.com/photos/43382/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cardionema-ramosissimum-(Sandcarpet)?srchcr=sc61b1963eb5910"
346,Acmispon strigosus,"Common Names: Bishop's Lotus, Strigose Bird's-foot Trefoil, Strigose Bird's-foot-trefoil",Annual herb,0.1 - 1.6 ft tall,,"2.8"" - 57.4""","0.14"" - 3.08""",Full Sun,,," 32.5"" - 62.6"""," 57.2"" - 88.3""",,"0.41"" - 40.14""","-247"" - 6993""",,"Yellow,  Orange,  Red",,1997,https://inaturalist-open-data.s3.amazonaws.com/photos/14612202/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Acmispon-strigosus-(Hairy-Lotus)?srchcr=sc61b1963eb5910"
347,Atriplex argentea,"Common Names: Silver Orache, Silverscale Saltbush, Silverscale Saltweed",Annual herb,0.49 - 2.6 ft tall,,"4.1"" - 29.0""","0.12"" - 1.85""","Full Sun,  Part Shade",,," 32.9"" - 57.6"""," 60.5"" - 83.6""",,"0.93"" - 35.19""","-295"" - 6917""",,,,53,https://inaturalist-open-data.s3.amazonaws.com/photos/203338/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Atriplex-argentea-(Silver-Saltweed)?srchcr=sc61b1963eb5910"
348,Papaver californicum,Common Names: Fire Poppy,Annual herb,1 - 2 ft tall,,"3.0"" - 59.6""","0.15"" - 1.45""","Full Sun,  Part Shade",,," 40.9"" - 58.6"""," 61.6"" - 88.8""",,"0.82"" - 39.46""","-15"" - 6774""",,"Orange,  Green",Moderately Easy,388,https://static.inaturalist.org/photos/7225837/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Papaver-californicum-(Western-Poppy)?srchcr=sc61b1963eb5910"
349,Acmispon heermannii,Common Names: Heermann's Bird's-foot Trefoil,Perennial herb,1 - 3.3 ft tall,,"4.8"" - 54.8""","0.18"" - 3.08""","Full Sun,  Part Shade",,," 34.0"" - 56.4"""," 59.1"" - 86.1""",,"0.65"" - 36.87""","-5"" - 6485""",,Yellow,,716,https://static.inaturalist.org/photos/8555961/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Acmispon-heermannii-(Woolly-Lotus)?srchcr=sc61b1963eb5910"
350,Populus fremontii ssp. fremontii,Common Names: Fremont's Cottonwood,Tree,66 ft tall,,"2.7"" - 75.8""","0.15"" - 2.38""",Full Sun,,," 32.0"" - 62.1"""," 58.8"" - 89.3""",,"0.52"" - 42.79""","-190"" - 6948""",,"White,  Cream",Moderately Easy,8613,https://static.inaturalist.org/photos/64301085/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Populus-fremontii-ssp.-fremontii-(Fremont-Cottonwood)?srchcr=sc61b1963eb5910"
351,Sidalcea neomexicana,,Perennial herb,1.5 - 3 ft tall,,"3.8"" - 32.5""","0.19"" - 1.89""",Full Sun,,Prefers loamy or clay soils.  Grows poorly in sandy soils.," 33.0"" - 56.1"""," 65.1"" - 82.7""",,"1.17"" - 34.62""","9"" - 6190""",Bird Gardens,"Purple,  Pink",,172,https://inaturalist-open-data.s3.amazonaws.com/photos/265360/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Sidalcea-neomexicana-(Salt-Spring-Checkerbloom)?srchcr=sc61b1963eb5910"
352,Persicaria punctata,Botanical Names: Polygonum punctatumCommon Names: Dotted Smartweed,Perennial herb,0.49 - 3.3 ft tall,,"2.8"" - 68.2""","0.15"" - 2.03""",Full Sun,,," 32.7"" - 58.4"""," 57.1"" - 88.0""",,"0.01"" - 38.77""","-253"" - 6797""",Bogs and Ponds,White,,3181,https://inaturalist-open-data.s3.amazonaws.com/photos/79960372/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Persicaria-punctata-(Water-Smartweed)?srchcr=sc61b1963eb5910"
353,Phyla nodiflora,"Botanical Names: Phyla nodiflora var. incisa,Phyla nodiflora var. nodifloraCommon Names: Turkey Tangle Fogfruit",Perennial herb,2.4 - 6 in tall,,"2.6"" - 50.1""","0.15"" - 1.50""",Full Sun,,"Adaptable, tolerant of sand, loam and clay"," 41.4"" - 59.9"""," 63.5"" - 88.6""",,"0.86"" - 39.98""","-155"" - 4152""",,White,,11906,https://static.inaturalist.org/photos/76454721/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Phyla-nodiflora-(Common-Lippia)?srchcr=sc61b1963eb5910"
354,Amsinckia eastwoodiae,,Annual herb,0.7 - 3.9 ft tall,,"6.5"" - 54.3""","0.14"" - 1.98""",Full Sun,,," 24.6"" - 56.4"""," 45.5"" - 79.4""",,"0.40"" - 27.84""","10"" - 11310""",,"Yellow,  Orange",Moderately Easy,39,https://inaturalist-open-data.s3.amazonaws.com/photos/199861/small.jpg?1545425016,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Amsinckia-eastwoodiae-(Eastwood\'s-Fiddleneck)?srchcr=sc61b1963eb5910"
355,Senecio flaccidus var. douglasii,"Common Names: Bush Senecio, Douglas' Ragwort, Douglas' Shrubby Ragwort",Shrub,5 ft tall,,"3.9"" - 51.2""","0.14"" - 4.37""",Full Sun,,," 21.6"" - 56.6"""," 42.8"" - 85.0""",,"0.68"" - 36.22""","3"" - 11596""",,Yellow,Moderately Easy,2231,https://inaturalist-open-data.s3.amazonaws.com/photos/15582020/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Senecio-flaccidus-var.-douglasii-(Douglas\'-Groundsel)?srchcr=sc61b1963eb5910"
356,Atriplex lentiformis ssp. lentiformis,,Shrub,10 ft tall,,"2.5"" - 23.8""","0.15"" - 1.32""",Full Sun,,," 42.4"" - 60.7"""," 66.3"" - 89.5""",,"1.00"" - 43.14""","-224"" - 3706""",Hedges,"Green,  Cream",Moderately Easy,2800,https://inaturalist-open-data.s3.amazonaws.com/photos/1109549/small.JPG,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Atriplex-lentiformis-ssp.-lentiformis-(Big-Saltbush)?srchcr=sc61b1963eb5910"
357,Clarkia purpurea ssp. quadrivulnera,"Common Names: False, Purple Godetia, Winecup Clarkia",Annual herb,3.3 ft tall,,"5.9"" - 133.4""","0.14"" - 3.85""",Full Sun,,," 30.4"" - 57.3"""," 58.1"" - 83.7""",,"0.09"" - 33.99""","-8"" - 7897""","Butterfly Gardens, Bee Gardens",Pink,Moderately Easy,4840,https://inaturalist-open-data.s3.amazonaws.com/photos/12650408/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Clarkia-purpurea-ssp.-quadrivulnera-(Purple-Clarkia)?srchcr=sc61b1963eb5910"
358,Lupinus albifrons var. albifrons,Common Names: Silver Bush Lupine,Shrub,3 - 5 ft tall,"['USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","5.5"" - 86.0""","0.14"" - 2.65""",Full Sun,,," 21.0"" - 56.4"""," 42.0"" - 79.3""",,"0.08"" - 29.65""","-7"" - 12091""",Bee Gardens,"Blue,  Lavender,  Purple",,4717,https://inaturalist-open-data.s3.amazonaws.com/photos/25652342/small.jpeg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Lupinus-albifrons-var.-albifrons-(Silver-Lupine)?srchcr=sc61b1963eb5910"
359,Verbena lasiostachys var. lasiostachys,,Perennial herb,2.6 ft tall,,"8.0"" - 77.3""","0.14"" - 2.36""",Full Sun,,," 26.0"" - 56.4"""," 51.0"" - 80.6""",,"0.09"" - 27.91""","-253"" - 8643""","Hummingbird Gardens, Bird Gardens, Bee Gardens",Pink,,2872,https://inaturalist-open-data.s3.amazonaws.com/photos/5355/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Verbena-lasiostachys-var.-lasiostachys-(Western-Vervain)?srchcr=sc61b1963eb5910"
360,Brodiaea terrestris,Common Names: Dwarf Clusterlily,Perennial herb,8.4 in tall,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)']","4.3"" - 117.2""","0.15"" - 2.72""","Full Sun,  Part Shade",,," 33.5"" - 55.8"""," 57.1"" - 87.0""",,"0.03"" - 36.93""","12"" - 7419""",Butterfly Gardens,"Blue,  Lavender,  Purple",Moderately Easy,1172,https://inaturalist-open-data.s3.amazonaws.com/photos/11764/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Brodiaea-terrestris-(Dwarf-Brodiaea)?srchcr=sc61b1963eb5910"
361,Cercocarpus betuloides var. betuloides,,Shrub,3.3 - 26 ft tall,,"4.3"" - 95.5""","0.14"" - 3.08""","Full Sun,  Part Shade",,," 26.0"" - 56.6"""," 47.6"" - 84.2""",,"0.35"" - 35.59""","13"" - 9839""","Bank Stabilization, Bird Gardens","Cream,  White",Moderately Easy,4360,https://inaturalist-open-data.s3.amazonaws.com/photos/62842220/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Cercocarpus-betuloides-var.-betuloides-(Mountain-Mahogany)?srchcr=sc61b1963eb5910"
362,Stachys ajugoides,Botanical Names: Stachys ajugoides var. ajugoidesCommon Names: Bugle Hedgenettle,Perennial herb,0.33 - 1 ft tall,,"4.8"" - 125.9""","0.16"" - 4.23""",Full Sun,,," 27.8"" - 58.8"""," 47.3"" - 87.5""",,"0.01"" - 38.31""","-23"" - 8910""","Hummingbird Gardens, Bird Gardens, Bee Gardens",Pink,,433,https://inaturalist-open-data.s3.amazonaws.com/photos/3447128/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Stachys-ajugoides-(Ajuga-Hedge-Nettle)?srchcr=sc61b1963eb5910"
363,Pseudognaphalium biolettii,"Common Names: Two-color Rabbit-tobacco, Twocolor Cudweed",Perennial herb,4 ft tall,,"3.9"" - 54.8""","0.14"" - 1.50""",Full Sun,,," 40.6"" - 62.7"""," 60.4"" - 87.1""",,"0.47"" - 38.18""","0"" - 3761""","Butterfly Gardens, Bee Gardens","Cream,  White",,3003,https://static.inaturalist.org/photos/13907553/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Pseudognaphalium-biolettii-(Bicolored-Everlasting)?srchcr=sc61b1963eb5910"
364,Eriophyllum confertiflorum var. confertiflorum,"Common Names: Goldenhills, White Brittlebush","Annual herb, Perennial herb, Shrub",2.3 ft tall,"['USDA Zone 7a: to -17.7 °C (0 °F)', 'USDA Zone 7b: to -14.9 °C (5 °F)', 'USDA Zone 8a: to -12.2 °C (10 °F)', 'USDA Zone 8b: to -9.4 °C (15 °F)', 'USDA Zone 9a: to -6.6 °C (20 °F)', 'USDA Zone 9b: to -3.8 °C (25 °F)', 'USDA Zone 10a: to -1.1 °C (30 °F)', 'USDA Zone 10b: to 1.7 °C (35 °F)', 'USDA Zone 11: above 4.5 °C (40 °F)']","5.7"" - 119.3""","0.14"" - 4.07""",Full Sun,,," 19.6"" - 57.3"""," 41.1"" - 86.3""",,"0.42"" - 37.96""","0"" - 11398""",Bee Gardens,Yellow,,8686,https://inaturalist-open-data.s3.amazonaws.com/photos/3067259/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Eriophyllum-confertiflorum-var.-confertiflorum-(Yellow-Yarrow)?srchcr=sc61b1963eb5910"
365,Sparganium eurycarpum var. greenei,"Botanical Names: Sparganium erectum ssp. stoloniferumCommon Names: Branched Burreed, Exotic Bur-reed, Simplestem Bur-reed",Perennial herb,3.3 ft tall,,"11.5"" - 68.2""","0.19"" - 2.03""",Full Sun,,," 32.0"" - 56.4"""," 57.1"" - 80.6""",,"0.16"" - 27.37""","-3"" - 8590""",,,,1946,https://inaturalist-open-data.s3.amazonaws.com/photos/120927/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Sparganium-eurycarpum-var.-greenei-(Simplestem-Bur-Reed)?srchcr=sc61b1963eb5910"
366,Sanicula bipinnatifida,"Common Names: Gamble Weed, Pacific Blacksnakeroot, Purple Blacksnakeroot, Purple Sanicle, Shoe Buttons",Perennial herb,2 ft tall,,"7.4"" - 133.4""","0.15"" - 3.85""",Part Shade,,," 33.7"" - 55.4"""," 58.4"" - 80.8""",,"0.18"" - 29.36""","13"" - 6112""",,"Yellow,  Purple,  Red",Moderately Easy,3216,https://inaturalist-open-data.s3.amazonaws.com/photos/11613/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Sanicula-bipinnatifida-(Snakeroot)?srchcr=sc61b1963eb5910"
367,Festuca octoflora,Common Names: Six Week Fescue,Grasses,2 ft tall,,"3.0"" - 49.5""","0.14"" - 2.69""",Full Sun,,," 37.4"" - 60.4"""," 60.7"" - 88.7""",,"0.47"" - 40.10""","15"" - 6455""",,Brown,,476,https://inaturalist-open-data.s3.amazonaws.com/photos/12596373/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Festuca-octoflora-(Six-Weeks-Fescue)?srchcr=sc61b1963eb5910"
368,Schoenoplectus acutus var. occidentalis,Botanical Names: Scirpus acutus var. occidentalis,Grasses,13 ft tall,,"3.9"" - 71.6""","0.14"" - 2.95""",Full Sun,,," 21.7"" - 59.8"""," 53.2"" - 88.4""",,"0.40"" - 40.48""","-11"" - 8811""",Bogs and Ponds,Brown,,2246,https://inaturalist-open-data.s3.amazonaws.com/photos/20892505/small.jpg,"https://calscape.org/loc-34.0749,-118.3082 (90004)/Schoenoplectus-acutus-var.-occidentalis-(Tule)?srchcr=sc61b1963eb5910"
